Nodes,Edges,Connected Components,Cyclomatic Number,Alpha,Beta,Gamma,Density,Avg Degree,Heterogeneity,Triangles,Average Clustering,Transitivity,Isolated Nodes,Assortativity
8562,7510,2041,989,0.05777206612535779,0.8771315113291287,0.00020491333052894024,0.00020491333052894024,1.7542630226582574,75.81487612705914,916.0,0.09957067793627006,0.008321523311166831,0,-0.12132708148987185
